,"If not answered by DB, do not surface in website. ",,,"If not answered by DB, do not surface in website. ",Data broker primary address,,,,,"If not answered by DB, do not surface in website. ",,,,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swordfish AI Inc.,,https://www.swordfish.ai,contact@swordfish.ai,,"8 The Green, Ste. 4000",Dover,DE,19901,USA,N/A,No,No,No,https://www.swordfish.ai/policy-ccpa,No,,,,No,,,,No,,,,No,,,,No,,,,157625,157625,0,0,3,3,4,0,4,0,3,3,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"All opt-out requests we received also included a request for data deletion. As a result, we processed these as deletion requests rather than standalone opt-outs. Consequently, we reported 0 opt-outs in the form, as all such requests were effectively deletions.

For categories where we received no requests (e.g., Limit the Use and Disclosure), we reported a response time of 0 since no requests required a reply.",
Heartbeat.AI Inc,,https://www.heartbeat.ai,contact@heartbeat.ai,,"8 The Green, Ste. 4000",Dover,DE,19901,USA,N/A,No,No,No,https://www.heartbeat.ai/policy-ccpa,No,,,,No,,,,No,,,,No,,,,No,,,,7,7,0,0,3,3,1,0,1,0,3,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"All opt-out requests we received also included a request for data deletion. As a result, we processed these as deletion requests rather than standalone opt-outs. Consequently, we reported 0 opt-outs in the form, as all such requests were effectively deletions.

For categories where we received no requests (e.g., Limit the Use and Disclosure), we reported a response time of 0 since no requests required a reply.",
Koddi Inc.,,https://www.koddi.com,dataprivacy@koddi.com,,2845 W 7th St.,Fort Worth,TX,76107,USA,N/A,No,No,No,https://www.koddi.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A
"Digital Media Solutions, LLC",,https://www.digitalmediasolutions.com,legal@dmsgroup.com,,4800 140th Ave. N Ste 101,Clearwater,FL,33762,USA,N/A,No,No,No,https://www.digitalmediasolutions.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,12872,12872,0,0,236,242,71,71,0,0,276,259,71,71,0,0,276,259,12944,12944,0,0,10,10,0,0,0,0,0,0,"All 2023 California Consumer Privacy Requests were honored. In 2023, we transitioned to OneTrust, an enhanced Privacy Rights Automation system. We commenced with processing any then-pending 2023 CPRA Deletion and Right to Know requests thereafter. All such 2023 requests were effectuated no later than July 2024. All 2023 Opt-out requests were processed within 10 days of receipt per our DNC policy. We have provided the number of days to completion for Deletion and Right to Know requests based on the data that is available to us.",We do not collect sensitive personal information.
"PMG Worldwide, LLC",,https://www.pmg.com,dataprivacy@pmg.com,,"2601 Olive Street, Floor 19",Dallas,TX,75201,USA,N/A,No,No,No,https://www.pmg.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A
"MH Sub I, LLC",Internet Brands,https://www.internetbrands.com,privacy@internetbrands.com,,"909 N. Pacific Coast Hwy, 11th Fl",El Segundo,CA,90245,USA,N/A,No,No,No,https://www.internetbrands.com/privacy/privacy-main,No,,,,No,,,,No,,,,No,,,,No,,,,493,277,0,216,14,17,1,1,0,0,34,34,0,0,0,0,0,0,247,176,0,71,8,12,0,0,0,0,0,0,No,No
"Cengage Learning, Inc.",,https://www.cengage.com,privacy@cengage.com,,5191 Natorp Blvd.,Mason,OH,45040,USA,N/A,Yes,Yes,No,https://www.cengagegroup.com/privacy/,No,,,,No,,,,No,,,,No,,,,No,,,,806,750,750,56,26,30,5,5,0,0,30,30,0,0,0,0,0,0,790,790,0,0,24,30,0,0,0,0,0,0,Please let me know if you need anything else,
"Experian Marketing Solutions, LLC",,https://www.experian.com,privacyrequests@experian.com,,"1515 E. Woodfield Road, Suite 500",Schaumburg,IL,60173,USA,N/A,Yes,Yes,No,https://www.experian.com/privacy/us-consumer-data-privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,449,449,0,0,5.71,6.04,476,476,0,0,4.9,7.01,0,0,0,0,0,0,1202,1202,0,0,2.37,4.79,1194,1194,0,0,2.37,4.75,,
"Comscore, Inc.",,https://www.comscore.com,Privacy@comscore.com,,11950 Democracy Drive,Reston,VA,20024,USA,N/A,Yes,No,No,https://www.comscore.com/About/Privacy-Policy,No,,,,No,,,,No,,,,No,,,,No,,,,319,319,319,0,28,26,85,85,85,0,28,26,85,85,85,0,28,26,68,68,68,0,15,15,7,7,7,0,15,15,,"Comscore is a recognized global leader in cross-platform measurement of audiences, advertising, and consumer behavior. For more information about Comscore’s practices, please see Comscore’s corporate privacy policy at www.comscore.com/About/Privacy-Policy or the privacy policy for the Comscore program in which the consumer participates. Consumers can visit www.comscore.com/About/Privacy/Data-Subject-Rights and submit a request through the applicable online form. For other questions, consumers can send an email to DSR@comscore.com. If necessary, Comscore may request additional information to verify a consumer’s identity and complete the request."
TargetSmart Communications LLC,,https://www.targetsmart.com/,privacy@targetsmart.com,,37 North Orange Ave.,Orlando,FL,32801,USA,N/A,No,No,No,https://targetsmart.com/about-targetsmart/support-center/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,11,11,0,0,1,1,5,5,0,0,0,0,5,5,0,0,0,0,15,15,0,0,1,1,15,15,0,0,1,1,,
LeadCrunch,getrev,https://www.getrev.ai,privacy@getrev.ai,,2150 Comstock Street #712979,San Diego,CA,92171,USA,N/A,No,No,No,https://www.getrev.ai/privacy-policy/#notice-to-residents-of-california,No,,,,No,,,,No,,,,No,,,,No,,,,10,7,0,3,7,7,4,3,0,1,7,7,4,3,0,1,7,7,7,6,0,1,7,7,0,0,0,0,0,0,,
"5X5 US, LLC",,https://www.5x5coop.com/,contact@join5x5.com,,"1800 W 4th St.
",Austin,TX,78702,USA,N/A,No,Yes,No,https://5x5data.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170578,170578,0,0,30,30,0,0,0,0,0,0,"Please see our Privacy Policy for more information regarding consumer data rights and how we collect, use, and disclose your data: https://5x5coop.com/privacy-policy/",
ExlService.com LLC,,https://www.exlservice.com,privacy@exlservice.com,,320 Park Avenue 29th Floor,New York,NY,10022,USA,N/A,No,No,No,https://www.exlservice.com/privacy-policy,Yes,ExlService.com is a processing and sales agent for all three bureaus.,ExlService.com is a processing and sales agent for all three bureaus.,ExlService.com is a processing and sales agent for all three bureaus.,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,EXL processes external third-party data sources. EXL does not collect data or information directly from California consumers.
GrayHair Software LLC,,https://www.grayhairsoftware.com/,privacy@grayhairsoftware.com,,1 SE Ocean Blvd,Stuart,FL,34994,USA,N/A,No,No,No,https://www.grayhairsoftware.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,2091,2091,0,0,3,3,1,1,0,0,3,3,0,0,0,0,0,0,2091,2091,0,0,3,3,0,0,0,0,0,0,,
Peoplefinders LLC,,https://www.peoplefinders.com,customercare@peoplefinders.com,,"548 Market St., Suite 29296",San Francisco,CA,94104,USA,N/A,No,No,No,https://www.peoplefinders.com/about/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,1905,0,1905,0,1,1,201,47,0,154,1,1,201,47,0,154,1,1,2124418,2003769,0,120649,1,1,0,0,0,0,0,0,,
Predactiv,"ShareThis, a division of Predactiv",https://www.predactiv.com,privacy@predactiv.com,,"3000 El Camino Real, Building 4, Suite 200
",Palo Alto,CA,94306,USA,N/A,No,No,No,https://www.predactiv.com/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,17,17,0,0,27,27,21,21,0,0,15,15,0,0,0,0,0,0,7524363,7524363,0,0,1,1,0,0,0,0,0,0,,
"Convex Labs, Inc.",,https://www.convex.com/,support@convexlabs.io,,"548 Market St. #77080
",San Francisco,CA,94120,USA,N/A,No,No,No,https://www.convex.com/privacy-policy/,No,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,"9,321","9,321","9,321",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Many thanks for your partnership and help!,
Qualfon,,https://www.qualfon.com,consumerprivacy@qualfon.com,,13700 Oakland Ave.,Highland Park,MI,48203,USA,N/A,No,No,No,https://www.qualfon.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,Yes,As a Service Provider in a First Tier Downstream Entity position. ,As a Service Provider in a First Tier Downstream Entity position. ,0% - As a Service Provider in a First Tier Downstream Entity position. ,120,120,0,0,45,50,6,6,0,0,45,31,8,8,0,0,45,50,8,8,0,0,45,33,2,2,0,0,45,64,2023 was the first year we received a significant amount of requests. We implemented new processes in 2024 to streamline the requests and our responses. We also add all requests to our internal suppression list. ,
"Next Wave Marketing Strategies, Inc",Aged Lead Store,https://www.agedleadstore.com,troy@nextwavemarketingstrategies.com,949-861-3122,15527 Jasmine Place ,Tustin,CA,92782,USA,N/A,No,No,No,https://www.agedleadstore.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,730,730,0,0,1,1,5,5,0,0,1,1,5,5,0,0,1,1,3,3,0,0,1,1,71,71,0,0,1,1,,
Kontext Data,,https://kontextdata.com,info@kontextdata.com,909-206-2964‬,"201 E Center St., Ste. 112 PMB 3745",Anaheim,CA,92805,USA,N/A,No,No,No,https://kontextdata.com/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,13,6,6,0,12.5,26.67,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,26,36.43,0,0,0,0,0,0,,
BV Insights LLC,Big Village,https://www.big-village.com,legal@big-village.com,,"6400 Congress Avenue, Suite 2050",Boca Raton,FL,33487,USA,N/A,No,Yes,No,https://www.big-village.com/do-not-sell-or-share-my-personal-information/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Our company did not exist at the beginning of 2023; it was formed in April of 2023. 2024 was our first full calendar year in operation. We understand the reporting requirement to be that by July 1 of this year, we will need to report our metrics for 2024; and we did not have to report metrics in 2024 for 2023 because we had not been a data broker for calendar year 2023. If in your view our understanding on these points is in error, please contact us. ",Additional information about our data privacy practices is available on our website at this page: https://big-village.com/privacy-policy/.
Diablo Media,,https://www.diablomedia.com/,data@diablomedia.com,,"3001 Brighton Blvd., Suite 769",Denver,CO,80216,USA,N/A,No,No,No,https://www.diablomedia.com/privacy-request/,No,,,,No,,,,No,,,,No,,,,No,,,,9890,9890,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"TrueData Solutions, Inc.",,https://www.truedata.co,privacy@truedata.co,,"1 E Erie St., Suite 525-4083",Chicago,IL,60611,USA,N/A,No,No,No,https://www.truedata.co/home/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,1337,310,969,58,0,8,23,0,18,5,0,6,0,0,0,0,0,0,161460,161429,0,31,3,3,162820,161744,982,94,3,3,,
LiveIntent,,https://www.liveintent.com,privacy@zetaglobal.com,,"3 Park Ave., 33rd Floor",New York,NY,10016,USA,N/A,No,No,No,https://www.liveintent.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,91146,91146,0,0,2,2,304,304,0,0,7,7,0,0,0,0,0,0,156746,156746,0,0,2,2,0,0,0,0,0,0,"LiveIntent's DSAR process is fully automated--hence the same mean and median, and the fact that no requests were denied.  An unvalidated request is not counted as a request by the system.",
"TripleLift, Inc.",,https://www.triplelift.com/,Privacy@triplelift.com,,"TripleLift, Inc., 53 W. 23rd St., 12th Floor
",New York,NY,10010,USA,N/A,No,Yes,No,https://www.triplelift.com/user-rights-policy-and-opt-out/,No,,,,No,,,,No,,,,No,,,,No,,,,13,3,0,0,14,33,7,0,0,0,22,36,0,0,0,0,0,0,23,14,0,0,0,1,0,0,0,0,0,0,"Questions 25-27; Requests to delete: 13 requests to delete were received. Three were complied with in full as the users used an automated deletion link; 10 requests were received via email and responded to by directing consumers to the appropriate channel for data deletion (https://triplelift.com/user-rights-policy-and-opt-out/). When users click the deletion link, their requests are automatically complied with.

Questions 31-33; Requests to know: We received seven requests to know via email. TripleLift responded to each request.  As TripleLift only processes pseudonymised data, we requested additional information to locate the consumers’ data. However we did not receive responses from any of the seven consumers, preventing TripleLift from complying with these requests.

Questions 43-44; Requests to opt-out of selling and sharing of information: 23 requests were received in total.  14 people used an automated link.  Nine requests were received via email. As TripleLift only processes pseudonymised data, we directed those consumers to our automated opt out link, found on the following page: https://triplelift.com/user-rights-policy-and-opt-out/. When users click the opt-out link, their request is immediately and automatically complied with.  ",
Infinite Knot Inc. ,Contacts411,https://www.contacts411.com,barrygold@contacts411.com,844-763-3411,466 Carpenter Rd.,Whitinsville,MA,01588,USA,N/A,No,No,No,https://www.contacts411.com/data-policy,No,,,,No,,,,No,,,,No,,,,No,,,,101,101,0,0,11,24,2,2,0,0,5,6,2,2,0,0,5,6,99,99,0,0,11,26,0,0,0,0,0,0,,We do not gather or hold any data.  Contacts411 uses Alesco consumer data only which is also CCPA compliant so sometimes we cannot find the individuals to opt out because they are already opted out by our data provider. On top of that we keep an additional file as required of all opt outs to double ensure we do not share any contact information if the California resident requests we do not. 
"Orgio, Inc.",The Org,https://www.theorg.com/,privacy@theorg.com,,222 Broadway 22nd Floor,New York City,NY,10038,USA,N/A,No,No,No,https://www.theorg.com/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,5663,4509,0,1154,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5663,4509,0,1154,2,2,0,0,0,0,0,0,"In 2023, we were solidifying the mechanics for handling and tracking personal data requests. As a result, the ticketing system used provides only limited metrics during that period. 
","We only process professional data, regardless of where an individual is based, across all of our solutions. This usually includes information such as job title and details about their employing company. 
"
"Knower Tech USA, LLC",RainBarrel,https://www.knowertech.com/,info@knowertech.com,,"14 Penn Plaza, 225 W 34th St",Manhattan,NY,10122,USA,n/a,No,Yes,No,https://www.rbarrel.com/opt-out,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"SBFE, LLC",,https://www.sbfe.org,info@sbfe.org,,2000 Auburn Dr. Suite 200,Beachwood,OH,44122,USA,n/a,No,No,No,https://www.sbfe.org/connect/ccpa,No,,,,No,,,,No,,,,No,,,,No,,,,1,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,30,30,0,0,0,0,0,0,"The only information that SBFE receives and stores is related to small business credit information that SBFE receives from small business lenders that have contracted with SBFE to store the information and provide it to credit reporting agencies that use the information to provide commercial (not personal) credit reports and other similar products and services to small business lenders.  SBFE does not own the data that it receives and stores; rather, the data is owned by the small business lenders.
 ","The only information that SBFE receives and stores is related to small business credit information that SBFE receives from small business lenders that have contracted with SBFE to store the information and provide it to credit reporting agencies that use the information to provide commercial (not personal) credit reports and other similar products and services to small business lenders.  SBFE does not own the data that it receives and stores; rather, the data is owned by the small business lenders."
"Postie, Inc",,https://www.postie.com,info@postie.com,,"3616 Far West Blvd., Ste. 117 #103",Austin,TX,78731,USA,N/A,No,No,No,https://www.postie.com/your-privacy-choices/,No,,,,No,,,,No,,,,No,,,,No,,,,15868,15868,0,0,1,1,6,0,0,6,1,1,0,0,0,0,0,0,5664,5664,0,0,1,1,0,0,0,0,0,0,The 6 requests to know workflow resulted in 0 consumer reports because of no matches found or no verification completed.,
Enformion LLC,,https://www.enformion.com,compliance@enformion.com,,1915 21st St.,Sacramento,CA,95811,USA,N/A,No,No,No,https://www.enformion.com/privacy-policy/,No,,,,Yes,"Enformion processes data that is subject to the GLBA. This data may include, for example, names, physical addresses, email addresses, and phone numbers which are only available to credentialed businesses that certify they have a permissible purpose for accessing the regulated data.",Enformion offers fraud prevention and identity verification products covered by the GLBA based on applicable contracts and/or law. These services are only available to credentialed businesses that certify they have a permissible purpose for accessing the regulated data.,"While the total proportion may vary over time, approximately 30%-40% of the data collected by Enformion is subject to the GLBA based on applicable contracts and law.",No,,,,No,,,,No,,,,88,0,88,0,1,2,62,0,62,0,1,2,62,0,62,0,1,2,2516,0,2516,0,1,2,0,0,0,0,0,0,,
"Anne Lewis Strategies, LLC",MissionWired,https://www.missionwired.com,info@missionwired.com,,"1146 19th St. NW, Suite 600
",Washington,DC,20036,USA,N/A,No,No,No,https://www.missionwired.com/privacy-policy/#caprivacy,No,,,,No,,,,No,,,,No,,,,No,,,,1,1,0,0,43,43,1,1,0,0,43,43,1,1,0,0,43,43,1,1,0,0,43,43,0,0,0,0,0,0,"One request total was received, which included requesting deletion, opting out, and information about selling/sharing. ",
"Plunge, LLC",Plunge Digital,https://www.plungedigital.com/,privacy@plungedigital.com,,"17200 Chenal Pkwy, Ste. 300 (#142)",Little Rock,AR,72223,USA,N/A,No,No,No,https://www.plungedigital.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,7.5,0,0,0,0,0,0,I want to make note that none of the redirect hyperlinks for references in this section are working.,
Buyerlink Inc.,,https://www.buyerlink.com,legal@buyerlink.com,,1820 Bonanza St.,Walnut Creek,CA,94596,USA,N/A,No,Yes,No,https://www.buyerlink.com/Privacy/,Yes,"Buyerlink's activities subject to the Fair Credit Reporting Act are limited to the use of background screening reports for employment-related purposes.  As part of its employment background check process, AutoWeb may collect and process the following FCRA-regulated personal information: Identifying Information (e.g. Full name, Date of Birth, Phone Number, Email address, Home Address, Drivers License, Passport, Social Security Number); Credit Information (e.g. bankruptcies, liens, credit account history); Employment Information (e.g. past and current employers, dates of employment, job titles); Criminal Background (e.g. arrest and conviction records, pending criminal charges, sex offender registry information); and Educational Records (e.g. degree and credential verification).","Buyerlink's collection and use of this data are solely for employment screening purposes in compliance with the FCRA and other applicable laws. Buyerlink does not sell, share, or distribute this information for purposes beyond legally authorized employment-related background checks.  ",Less than 1% of our total data collection and sales are subject to FCRA regulation.,No,,,,No,,,,No,,,,No,,,,148,95,0,1,269,124,10,4,0,0,10,103,11,3,0,0,10,97,378,220,0,10,217,208,23,7,0,0,10,94,"Buyerlink Inc. remains committed to compliance with data privacy and security laws and regulations while continuously enhancing its data request processing procedures. 

In the reporting period, we faced significant challenges that contributed to some delays beyond the standard response timeframe. One of the primary issues was a substantial influx of fraudulent or invalid requests, including automated mass privacy requests, submissions from individuals who could not be verified as eligible consumers, and submissions that were general or irrelevant communications unrelated to consumer privacy rights which still required significant manual review to confirm their invalidity. 	

To prevent unauthorized disclosure of sensitive information, each request required extensive manual verification, significantly increasing processing time. Buyerlink utilizes OneTrust, a robust compliance platform, to manage and streamline privacy requests. While the verification of mass invalid requests continues to require substantial time and resources, our 2024 data subject request handling has significantly improved. 
",
"AutoWeb, Inc.",,https://www.autoweb.com,AutoLegal@autoweb.com,949-225-4500,"1820 Bonanza St., Ste. 100",Walnut Creek,CA,94596,USA,N/A,No,Yes,No,https://www.autoweb.com/privacy-policy.html,Yes,"AutoWeb's activities subject to the Fair Credit Reporting Act (FCRA) are limited to the use of background screening reports for employment-related purposes.  As part of its employment background check process, AutoWeb may collect and process the following FCRA-regulated personal information:  Identifying Information (e.g. Full name, Date of Birth, Phone Number,
Email address, Home Address, Drivers License, Passport, Social Security Number);
Credit Information (e.g. bankruptcies, liens, credit account history); Employment
Information (e.g. past and current employers, dates of employment, job titles);
Criminal Background (e.g. arrest and conviction records, pending criminal
charges, sex offender registry information); and Educational Records (e.g. degree and credential verification).","AutoWeb's collection and use of this data is solely for employment screening purposes in compliance with the FCRA and other applicable laws. AutoWeb does not sell, share, or distribute this information for purposes beyond legally authorized employment-related background checks.  ",Less than 1% of our total data collection is subject to FCRA regulation.,No,,,,No,,,,No,,,,No,,,,136,120,0,16,28,30,2,0,0,2,62,62,2,1,0,1,40,40,384,355,0,29,7,14,9,3,0,6,50,54,"AutoWeb is continuously enhancing its data collection and management processes to address challenges such as mass fraudulent privacy requests, which create unnecessary burdens on company resources.

While we utilize a robust compliance platform, such as OneTrust, to manage privacy requests efficiently, we occasionally encounter high volumes of invalid or fraudulent requests. Verifying and identifying these invalid submissions requires significant time and resources. To mitigate this issue, we are actively refining our processes and implementing additional safeguards to ensure that only legitimate privacy requests are processed while maintaining compliance with applicable regulations.",
"Experian Information Solutions, Inc.",,https://www.experian.com,privacyrequests@experian.com,,475 Anton Blvd.,Costa Mesa,CA,92626,USA,N/A,Yes,No,No,https://www.experian.com/privacy/us-consumer-data-privacy-policy,Yes,"Data includes 

1.	Credit Information:
o	Credit scores (e.g., FICO scores)
o	Credit reports (including payment history, credit inquiries, and account balances)
o	Public records (e.g., bankruptcies, liens, and judgments)

2.	Personal Identifiable Information (PII):
o	Name
o	Social Security Number (SSN)
o	Date of birth
o	Address and address history
o	Employment history

3.	Account and Payment Information:
o	Credit card accounts
o	Auto loans
o	Mortgages
o	Student loans
o	Payment history and delinquencies

4.	Credit Inquiries:
o	Hard inquiries (e.g., when applying for a loan)
o	Soft inquiries (e.g., pre-qualification checks or promotional offers)

5.	Public Record Information:
o	Bankruptcy filings
o	Civil judgments
o	Tax liens (though these have been largely removed from credit reports due to accuracy concerns)

6.	Consumer Behavior Data:
o	Debt utilization
o	Length of credit history
o	Types of credit used (e.g., revolving or installment)

7.	Additional Data:
o	Rental payment history
o	Utility payment history
o	Telecommunications payments (e.g., phone bills
","Products include Credit Profiles, Scores, Attributes, Marketing, and ID services.",85%,Yes,"The types of personal information we collect and sell, which are subject to GLBA, include personal identifiers such as name, address, Social Security Number (SSN), and date of birth (DOB), as well as any information received from financial institutions that is not also subject to FCRA. This information is collected and handled in strict accordance with GLBA regulations to ensure the privacy and security of consumer data.","Products and Services subject to GLBA may include: 
-	CEM (Checkpoint, EDA, MetroNet). It serves GLB uses of Experian and third-party data to facilitate consumer identity. 
-	Credit Header File which is a core data asset used to power many GLBA regulated services
-	Collections services: TrueTrace and MetroNet and other Location services such as Social Search
-	Fraud Products and Services: Precise ID and IEN, Experian Link

",10%,No,,,,No,,,,No,,,,449,449,0,0,5.71,6.04,476,476,0,0,4.9,7.01,0,0,0,0,0,0,1202,1202,0,0,2.37,4.79,1194,1194,0,0,2.37,4.75,,"Experian manages a database that collects commercial credit data to help businesses identify predictive insights. This data can be used for generating commercial business reports, marketing for commercial businesses, collecting commercial debt, and more. Additionally, Experian manages a database within their automotive business that collects data subject to the Drivers Data Privacy Act (DPPA)."
"AdvisorTarget, LLC",FinSum,https://www.finsum.com,privacy@broadridge.com,,"Two Chatham Center, 112 Washington Pl.",Pittsburgh,PA,15219,USA,N/A,No,No,No,https://www.finsum.com/index.php/what-we-do/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A
"Intentsify, LLC",,https://www.intentsify.io/,privacy@intentsify.io,508-545-7902,"1 University Ave., Suite 2c",Westwood,MA,02090,USA,N/A,No,No,No,https://www.intentsify.io/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Please see our privacy policy at https://www.intentsify.io/privacy-policy for more information on consumer rights and how we collect, store, and use data."
"Direct Marketing Solutions, Inc.",,https://www.teamdms.com,DataAnalytics@teamdms.com,,8534 NE Alderwood Road,Portland,OR,97220,USA,N/A,No,Yes,No,https://www.teamdms.com/opt-out,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"SpyCloud, Inc.",,https://www.spycloud.com,privacy@spycloud.com,,2130 S. Congress Ave.,Austin,TX,78704,USA,N/A,Yes,No,No,https://www.spycloud.com/legal/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,9,0,9,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,15,0,0,0,0,0,0,"Please note that these metrics apply only to the requests we received that specifically cited California law as the basis for the request and contained enough information to take action on the request. We regularly receive DSARs from consumers that cite other data privacy laws as the basis for their requests, as well as DSARs that contain no citation as to the legal basis for the request or relevant information to enable us to process the requests.","SpyCloud recovers information stolen from other organizations that is made available by threat actors on the dark web. We refer to this information as ""breach data"" and it powers our automated identity threat protection solutions that protect our enterprise clients. Our focus is making stolen data actionable to protect businesses from cyberattacks and safeguard employee and consumer identities by alerting them that their information is being shared on the dark web by cybercriminals. Customers globally – including more than half of the Fortune 10 – count on SpyCloud to thwart identity-based attacks including ransomware, account takeover, session hijacking, and online fraud. Our mission is to make the internet safer with automated solutions that help businesses disrupt cybercrime. Together with our customers and partners, we aim to end criminals’ ability to profit from stolen information."
"Experian Health, Inc.",,https://www.experian.com/healthcare/,privacyrequests@experian.com,,"720 Cool Springs Blvd., Suite 200",Franklin,TN,37067,USA,N/A,No,No,No,https://www.experian.com/privacy/us-consumer-data-privacy-policy,Yes,"Demographics (name, address, DOB, SSN, etc.), credit data (consumer credit report)","Patient Financial Clearance (PFC): uses Experian credit data to help providers improve upfront collections and automate the charity screening process. PFC can be configured to qualify patients based on criteria and rules specific to their needs.

Collections Optimization Manager (CO): helps providers prioritize their in-house collection efforts as well as provide tools to place and manage accounts with 3rd party collection agencies. CO allows clients to segment patient accounts, direct them to the right team at the right time and evaluate the effectiveness of in-house and agency collection strategies with this powerful decision-making platform. 
",10.7%,Yes,"Demographics (name, address, DOB, SSN, etc.)","Identity Verification (IV): uses Experian consumer data to help providers improve their patient demographic information. The solution helps to reduce denial rates, detect fraud, increase collections, reduce mailing costs, and avoid inadvertent data breaches.",3.9%,No,,,,No,,,,Yes,"Healthcare Providers send Experian personal information (including, depending on the service, name, address, insurance ID number, etc.). Experian receives this information in the context of Experian's role as a Healthcare Clearinghouse and Business Associate to Providers. Providers send this information to Experian for purposes of receiving services from Experian, from eligibility services to claims submissions to identity verification and more. Experian uses this information to provide the services to Providers and does not otherwise sell HIPAA regulated data.","Solutions that help patients schedule healthcare visits and secure a cost estimate: 
Identity Verification, Eligibility Verification, and Patient Estimates, Patient Schedule, Patient Financial Advisor

Solutions that help patients register and check-in for their healthcare visit:
Patient Access Curator, Registration QA, Identity Verification, Patient Financial Clearance, Coverage Discovery, Registration Accelerator

Solutions that help ensure care is authorized by the payer source:
Medical Necessity, Authorizations, Notice of Care

Solutions that help ensure insurance payment:
ClaimSource, AI Advantage, Enhanced Claim Status, Denial Workflow Manager, Contract Manager, Claim Scrubber

Solutions that help with patient payment and collection:
Patient Statements, PatientSimple, PatientDial, PatientText, PaymentSafe
",100%,449,449,0,0,5.71,6.04,476,476,0,0,4.9,7.01,0,0,0,0,0,0,1202,1202,0,0,2.37,4.79,1194,1194,0,0,2.37,4.75,,
